state,location,notices,workers,reason
IL,"701 South Main Chatham, IL 62629",1,20,no matching place
IL,"YORKTOWN SHOPPING CENTER LOMBARD, IL 60148",1,20,no matching place
MD,"1500 Rockville Pike Rockville, MD 20852",1,20,no matching place
MD,"3136 Peary Road , Patuxent River, MD 20670",1,20,no matching place
MD,3600 Cabover Drive Hanover MD 21076,1,20,no matching place
NC,10210 Hickorywood Hill Huntersville NC 28078,1,20,no matching place
NC,10320 Mallard Creek Charlotte NC 28262,1,20,no matching place
NC,400 Randolph Mall Asheboro NC 27203,1,20,no matching place
NC,7482 Waterside Crossing Denver NC 28037,1,20,no matching place
NE,Statewide,1,20,no matching place
NJ,Square Mays Landing,1,20,no matching place
NY,South Ozone Park,1,20,no matching place
RI,North Scituate,1,20,no matching place
SC,South Carolina,2,20,no matching place
CA,CALLISTOGA,1,19,no matching place
CA,Manhattan,1,19,no matching place
CA,South Lake,1,19,no matching place
IL,"111 N. Canal Street # 5 Chicago, IL 60606",1,19,no matching place
IL,"8410 W Bryn Mawr Ave. additional multiple statewide locations Chicago, IL 60631",1,19,no matching place
IN,Fort Wayne & Indianapolis,1,19,2 distinct places named
MD,"1450 S. Rolling Road Halethorpe, MD 21227",1,19,no matching place
MD,"6415 Baltimore National Pike Catonsville, MD 21228",1,19,no matching place
MD,"9500 MacAruthur Blvd. West Bethesda, MD 20817",1,19,no matching place
MD,"Annapolis Mall 2002 Annapolis Mall Annapolis, Md 21401",1,19,no matching place
NC,277 Park Avenue New York NY,1,19,no matching place
NC,4562 US Highway 264A Bailey,1,19,no matching place
NE,O.Neil,1,19,no matching place
NY,Hollis,2,19,no matching place
NY,Ozone Park,1,19,no matching place
VA,"Hampton, Virginia Beach, Williamsburg & Norfolk VA",1,19,4 distinct places named
CT,Wetherfield,1,18,no matching place
GA,"1131 Chapel Crossing Rd, Building 681, Glynco, Georgia",1,18,no matching place
IL,"1707 North Randall Rd. 1A-4 Elgin, IL 60123",1,18,no matching place
LA,"1217 Veterans Memorial Kenner, LA 70062",1,18,no matching place
MD,"12000 Mexico Farms Rd SE Cumberland, MD 21502",1,18,no matching place
MD,"Arundel Mills Mall 7000 Arundel Mills Circle Hanover, MD 21076",1,18,no matching place
MI,"Jefferson, Indiana",1,18,no matching place
MI,Jeffersonville,1,18,no matching place
NC,15401 Weston Pkwy # 150 Cary NC 27513,1,18,no matching place
NC,3430 Toringdon Way # 301 Charlotte NC 28277,1,18,no matching place
NJ,Egg Harbor Twp,2,18,no matching place
NJ,WEEHAWKIN,1,18,no matching place
NV,"Reno/Las Vegas, Washoe/Clark",1,18,2 distinct places named
ID,Naperville,1,17,no matching place
ID,Plano,1,17,no matching place
IL,"27 and Pershing Road Decatur, IL 62525",1,17,no matching place
IL,"720 S Michigan Chicago, IL 60605",1,17,no matching place
IL,"925 Bauman Lane PO Box K Harrisburg, IL 62946",1,17,no matching place
IN,Indianapolis And Carmel,1,17,no matching place
MD,"133 National Business Parkway, Suite 250 Annapolis Junction, MD 20701",1,17,no matching place
MD,"1407 Parker Road Halethorpe, MD 21227",1,17,no matching place
MD,"6700 Baltimore National Pike Catonsville, MD 21228",1,17,no matching place
MD,"7900 Ritchie Highway Space E-113 Glen Burnie, MD 21061",1,17,no matching place
MD,"8830 Stanford Boulevard Suites 160-180 Columbia, MD 21045",1,17,no matching place
MD,"Giant Food 7142 Arlington Road Bethesda, MD 20814",1,17,no matching place
MD,"ProMedica Chevy Chase 8700 Jones Mill Rd Chevy Chase, MD 20815",1,17,no matching place
MD,"St. Charles Town Center 11110 Mall Circle Waldorf, MD 20603",1,17,no matching place
MD,"Wheaton Mall 11160 Veirs Mill Road Wheaton, MD 20902",1,17,no matching place
MD,"White Marsh Mall 8200 Perry Hall Blvd. Baltimore, MD 21236",1,17,no matching place
NC,2101 New Garden Rd # 160 Greensboro NC 27410,1,17,no matching place
VA,"Galax, Marian, Bristol, Fairlawn, Roanoke VA",1,17,4 distinct places named
WA,Remote in Washington,6,17,no matching place
MD,"600 Dulaney Street Alexandria, VA 22314 (impacting Maryland Teleworkers)",1,16,no matching place
MD,"Bowie Town Center 15443 Emerald Way Bowie, MD 20716",1,16,no matching place
MD,"National Harbor 6800 Oxon Hill Road National Harbor, MD 20745",1,16,no matching place
MD,"ProMedica Ruxton 7001 N Charles Street Towson, MD 21204",1,16,no matching place
MD,"Walter Reed Medical Center 8901 Wisconsin Avenue Bldg. 2 Bethesda, MD 20889",1,16,no matching place
NC,111385 N Trimble Road Robinson IL,1,16,no matching place
CA,Solano Beach,1,15,no matching place
IL,"PO BOX 1465 MIDLAND ROAD JANESVILLE, WI 53547",1,15,no matching place
MD,"15902 Crain Highway SE Suite F Brandywine, MD 20613",1,15,no matching place
MD,"BWI Airport 7050 Friendship Road Baltimore, Md 21240",1,15,no matching place
NC,2840 Plaza Pl # 100 Raleigh NC 27612,1,15,no matching place
NC,4402 US Hwy 20 S Asheboro,1,15,no matching place
OR,"Marina Del Rey, CA",2,15,no matching place
UT,"St. George, Cedar City, Spanish Fork",1,15,3 distinct places named
WA,Bothell/Redmond,1,15,2 distinct places named
AZ,Wilcox,2,14,no matching place
CT,Nowich,1,14,no matching place
IN,Lafayette and Indianapolis,1,14,2 distinct places named
MD,"Patuxent River, MD",1,14,no matching place
MD,"ProMedica Silver Spring 2501 Musgrove Rd Silver Spring, MD 20904",1,14,no matching place
MD,"Sodexo, Inc and Affiliates Asbury Methodist Maryland Village - Crawford 405 Russell Ave Gaithersburg, MD 20877 Sodexo, Inc and Affiliates Asbury Methodist Village - Hefner 417 Russell Ave Gaithersburg, MD 20877 Sodexo, Inc and Affiliates Asbury Methodist Village - Wilson 333 Russell Ave Gaithersburg, MD 20877 Sodexo, Inc and Affiliates Asbury Methodist Village - Solomons Island 11100 Asbury Cir Solomons, MD 20688",1,14,no matching place
MO,Monett (7) & Joplin (7),1,14,2 distinct places named
NC,13531 East Caley Avenue Centennial CO,1,14,no matching place
ND,"Nationwide (ND locations: Fargo, Bismarck, & Minot)",1,14,2 distinct places named
NE,Fargo,1,14,no matching place
NJ,Bensalem,1,14,no matching place
NJ,HASKELL,1,14,no matching place
OR,"Orange, CA",2,14,no matching place
WI,Sturevant,2,14,no matching place
CO,Unknown (Remote Workers),1,13,no matching place
FL,32433,1,13,no place name in the string
LA,"2026 South Columbia Bogalusa, LA 70427",1,13,no matching place
MD,"1701 Twin Springs Road Halethorpe, MD 21227",1,13,no matching place
MD,"NAS Patuxent River Cafeteria 47123 Buse Road #540 Patuxent River, MD 20607",1,13,no matching place
MD,"NIH 5601 Fishers Lane Rockville, MD 20852",1,13,no matching place
MI,Detroit/Romulus,1,13,2 distinct places named
MN,Milwaukee,1,13,no matching place
NJ,Remote Workers in NJ,1,13,no matching place
SC,UnitedStates/Statewide,1,13,no matching place
AZ,Mooresville,1,12,no matching place
IL,"222 Merchandise Mart Plaza Suite 230 Chicago, IL 60654",1,12,no matching place
IL,"4311 Lincolnway Sterling, IL 61081",1,12,no matching place
MD,"11160 Veirs Mill Road P203A Wheaton, MD 20902",1,12,no matching place
MD,"6611 Annapolis Road Landover Hill, MD 20784",1,12,no matching place
MD,"Arunde Mills Mall 7000 Arundel Mills Circle Hanover, MD 21076",1,12,no matching place
MD,"Hagerstown Premium Outlets 495 Premium Outlel Blvd. Hagerstown, MD 21740",1,12,no matching place
MO,"Overland Park, KS",1,12,no matching place
NC,North,1,12,no matching place
NJ,East Northport,1,12,no matching place
NY,Bronx/Brooklyn,1,12,no matching place
VA,Ridgway VA,1,12,no matching place
WI,"Suamico, Two Rivers, Seymour, Shawano, Wautoma",1,12,4 distinct places named
MD,"11802-B Rockville Pike Rockville, MD 20852",1,11,no matching place
MD,"2201 Varnum St, Mt. Rainer, MD 20712",1,11,no matching place
MD,"495 Premium Outlets Boulevard #570 Hagerstown, MD 21740",1,11,no matching place
MD,"7000 Arundel Mills Circle Space 404 Hanover, MD 21076",1,11,no matching place
MD,"NG BWI Central 7323 Aviation Blvd. Baltimore, MD 21203",1,11,no matching place
MN,Inver Grove Hts,1,11,no matching place
NC,1000 Park Forty Plaza Fourth Floor Durham NC 27713,1,11,no matching place
NC,2623 Hendersonville Road Arden NC 28704,1,11,no matching place
NC,3301 Freedom Drive Charlotte NC 282208,1,11,no matching place
OR,Hermistion,1,11,no matching place
OR,Tualitin,1,11,no matching place
AZ,Kansas City,1,10,no matching place
FL,33410,1,10,no place name in the string
GA,Sm\,1,10,no matching place
GA,Townsend,1,10,no matching place
IL,"331 S. York various site locations Bensenville, IL 60106",1,10,no matching place
IL,"550 Warrenvill Road # 300 Lisle, IL 60532",1,10,no matching place
IL,"7801 S COTTAGE GROVE CHICAGO, IL 60609",1,10,no matching place
IL,"Chicago South Operations Center 8505 West 183rd St., Suites 100/200 Tinley Park, IL 60487",1,10,no matching place
IL,"RR 1 PO BOX 15 HENRY, IL 61537",1,10,no matching place
MD,"Centre at Salisbury 2300 N. Salisbury Blvd. Salisbury, MD 21801",1,10,no matching place
MD,"Marley Station Mall 7900 Ritchie Highway Suite E205 Glen Burnie, MD 21061",1,10,no matching place
MD,"St. Charles Towne Center 11110 Mall Circle Waldorf, MD 20603",1,10,no matching place
MD,"Westview Mall 5816 Baltimore National Pike Catonsville, MD 21228",1,10,no matching place
ME,Fort Worth,1,10,no matching place
MI,Fort Gratiot,1,10,no matching place
MN,Chicago,2,10,no matching place
MN,Fort Worth,1,10,no matching place
MO,RollaSikeston,1,10,no matching place
NJ,Ivrington,1,10,no matching place
RI,Nationwide - RI,1,10,no matching place
VA,"Charlottesville, Harrisonburg, Danville, Martinsville VA",1,10,4 distinct places named
VA,Richmond and Springfield VA,1,10,2 distinct places named
WI,"La Crosse, Milwaukee",1,10,2 distinct places named
CO,Rural Consortium =RR,1,9,no matching place
FL,33027,1,9,no place name in the string
FL,33304,1,9,no place name in the string
LA,"225 E. Airline Kenner, LA 70062",1,9,no matching place
MD,"12815 Coastal Highway Unit #104 Ocean City, MD 21842",1,9,no matching place
MD,"1447 York Road #100 Lutherville, MD 21093",1,9,no matching place
MD,"4920 Campbell Blvd. Nottingham, MD 21236",1,9,no matching place
MD,"68 Central Avenue W Edgewater, MD 21037",1,9,no matching place
MD,"7141 Security Boulevard Windsor Mill, MD 21244",1,9,no matching place
MD,"888 Bestgate Road #111 Annapolis, MD 21401",1,9,no matching place
MD,"Harford Mall 696A Bel Air Road Bel Air, MD 21014",1,9,no matching place
ME,Indianapolis,2,9,no matching place
NC,7601 Lewinsville Road McLean VA,1,9,no matching place
NJ,Whiting,1,9,no matching place
PA,Various (All workers telework from home),1,9,no matching place
WI,Multiple locations,1,9,no matching place
AZ,Fort Lauderdale,1,8,no matching place
AZ,Yuma Proving Grounds,1,8,no matching place
CA,Angelus Oaks,1,8,no matching place
CA,ISLAND BALBOA,1,8,no matching place
CA,LANDERS,1,8,no matching place
CA,VIKING,1,8,no matching place
FL,33169,1,8,no place name in the string
FL,WAKULLA SPRINGS,1,8,no matching place
ID,San Leandro,1,8,no matching place
IL,"1421 W. Shure Drive Suite #100 Arlington Heights, IL 60004",1,8,no matching place
LA,"12248 HWY 190 West Hammond, LA 70401",1,8,no matching place
MD,"109 Industry Lane Forest Hill, MD 21050",1,8,no matching place
MD,"2830 Campus Way N. Suite 628 Lanham, MD 20706",1,8,no matching place
MD,"4610 Mercedes Drive, Suite 110 Belcamp, MD 21017",1,8,no matching place
MD,"Bowie Town Center 15402-B Emerald Way Space 19A Bowie, MD 20716",1,8,no matching place
MO,BallwinSt. PetersMaryland Heights,2,8,no matching place
NC,200 Metro Boulevard Nutley,1,8,no matching place
NC,3056 NC Highway 5 Aberdeen NC 28315,1,8,no matching place
NJ,Lawrence Twonship,1,8,no matching place
OR,Eugen,1,8,no matching place
SC,Knightsville,1,8,no matching place
SC,SC – statewide,1,8,no matching place
SD,Ellsworth Air Force Base,1,8,no matching place
WI,"Windsor, Waunakee, Deforest",1,8,3 distinct places named
AZ,Mountain View,2,7,no matching place
CA,Pauma Valley,1,7,no matching place
CA,Tecate,1,7,no matching place
CT,"100 Post Rd E,Westport CT 06880",1,7,2 distinct places named
FL,SUMMERFIELD,1,7,no matching place
GA,STOCKBRIDG,1,7,no matching place
LA,Multiple Cities,1,7,no matching place
MD,"1016-C Beards Hill Road Store C3 Aberdeen, MD 21001",1,7,no matching place
MD,"114 Shawan Road Suite 4 Hunt Valley, MD 21030",1,7,no matching place
MD,"141 Bugeye Square Prince Frederick, MD 20678",1,7,no matching place
MD,"7031 Ridge Road Hanover, MD 21076",2,7,no matching place
MD,"7455 New Ridge Road, Suite R, Hanover, MD 21076",1,7,no matching place
MD,"930 Ridgebrook Road Sparks, MD 21152",1,7,no matching place
MD,"The Gallery at Harborplace 300 East Pratt Street Baltimore, MD 21202",1,7,no matching place
NC,10230 Statesville Cleveland NC 27013,1,7,no matching place
NC,1455 Market Street San Francisco CA,1,7,no matching place
NY,Slate Hill,1,7,no matching place
OR,"Morgan Hill, CA",1,7,no matching place
TN,"Paulding and Polk counties, Georgia County",1,7,no matching place
WA,"Bellevue, Bothell, Kirkland, Monroe, Redmond, Sammamish",1,7,6 distinct places named
WI,Occonto Falls,1,7,no matching place
WI,Wisconsin,1,7,no matching place
CA,Point Mugu Nawc,2,6,no matching place
CT,04/01/2021,1,6,no matching place
CT,Not Indicated,3,6,no matching place
FL,NALCREST,1,6,no matching place
GA,Swanee,1,6,no matching place
IL,"277 Park Ave New York, NY 10172-0077",1,6,no matching place
KS,different locations in Topeka and across the state,1,6,no matching place
LA,"2317 Louisiana Highway 662 South Morgan City, LA 70380",1,6,no matching place
LA,"4300 Hwy. 108 South Sulphur, LA. 70663",2,6,no matching place
MD,"12741 Ocean Gateway Unit 919 Ocean City, MD 21842",1,6,no matching place
MD,"2315 Hanover Pike Hampstead, MD 21074",1,6,no matching place
MD,"9165 Rothbury Drive Space 20/21 Gaithersburg, MD 20879",1,6,no matching place
MD,"Rockwell Collins 2551 Riva Road Annapolis, MD 21401",1,6,no matching place
MD,"TownMall of Westminster 400 North Center Street Westminster, MD 21157",1,6,no matching place
MN,Inver Grove,1,6,no matching place
NC,506 Pender St. E Wilson,1,6,no matching place
NC,543 US Hwy 64W Plymouth,1,6,no matching place
NC,6800 Phillips Place Ct # B Charlotte NC 28210,1,6,no matching place
NY,Forest Hills,2,6,no matching place
OR,Rainer,1,6,no matching place
SC,"LLLexCi,n dg/tbo/na Yelloh",1,6,no matching place
WI,Unknown - Remote Employees,1,6,no matching place
CA,MARCH AIR RESERVE BA,1,5,no matching place
CO,Pikes Peak/Mesa/Adams,1,5,no matching place
CT,"10 Commerce Dr, North Windham CT 06256",1,5,no matching place
CT,North Windham,1,5,no matching place
CT,"San Francisco, CA with remote CT workers",1,5,no matching place
FL,32757,1,5,no place name in the string
FL,OSTEEN,1,5,no matching place
GA,Huntington Beach,1,5,no matching place
GA,Oklahama City,1,5,no matching place
ID,Mtn. Home,2,5,no matching place
IN,Chicago,1,5,no matching place
MA,"Remote/MA, Remote",1,5,no matching place
MD,"100 Campus Drive Florham Park, NJ 07932",1,5,no matching place
MD,"1000 Lowe’s Blvd. Mooresville, NC 28117",1,5,no matching place
MD,"14933 Shady Grove Rockville, MD 20850",1,5,no matching place
MD,"32 Rising Sun Town Center Rising Sun, MD 21911",1,5,no matching place
MD,"5509 Urbana Pike Frederick, MD 21704",1,5,no matching place
MD,"6427 Baltimore Pike Suite A Catonsville, MD 21228",1,5,no matching place
MD,"7432 New Ridge Road Hanover, MD 21076",1,5,no matching place
MD,"8901 Rockville Pike Bethesda, MD 20889",1,5,no matching place
ME,Lawrence,1,5,no matching place
NC,702 North Shore Drive Jeffersonville IN,1,5,no matching place
NJ,Keasby,1,5,no matching place
NJ,Princeton JCT,1,5,no matching place
OR,"LOUISVILLE, KY",1,5,no matching place
RI,RI,1,5,no place name in the string
SC,"LCLhCar,l eds/bto/an Yelloh",1,5,no matching place
SC,Mrytle Beach,1,5,no matching place
SC,"tSivtaet eSwerivdiec e- sM, LuLltiCple",1,5,no matching place
VA,Newport New VA,1,5,no matching place
VA,"Norfolk, Hampton, Tappahannock, Fredericksburg & Newport News VA",1,5,5 distinct places named
WA,Mt. Rainier,1,5,no matching place
CA,March AFB,1,4,no matching place
CA,SAN YSIDRO,2,4,no matching place
CO,"Multiple (Larimer, Jeffco, Adams)",1,4,no matching place
FL,DUETTE,1,4,no matching place
FL,ENTERPRISE,1,4,no matching place
FL,MYAKKA CITY,1,4,no matching place
FL,WATERFORD LAKES,1,4,no matching place
GA,"1955 Broadway suite 600, Oakland, California",1,4,no matching place
GA,"633 S Andrews Ave, Fort Lauderdale, Florida",1,4,no matching place
IA,Fresco,1,4,no matching place
IL,"4551 Glencoe Ave Ste 300 Marina Del Rey, CA 90292-7925",1,4,no matching place
LA,"2317 Hwy 662 South Morgan City, LA 70380",1,4,no matching place
LA,"900 Interstate I-10 West Westlake, LA. 70669",1,4,no matching place
MA,Cape Cod,1,4,no matching place
MD,"44927 George Washington Blvd. Ashburn, VA 20147",1,4,no matching place
MD,"63 Eastern Boulevard North Hagerstown, MD 21740",1,4,no matching place
MD,"704 Chase Six Boulevard Boonesboro, MD 21713",1,4,no matching place
MD,"Domino Sugar 1100 Key Highway Baltimore, MD 21230",1,4,no matching place
MN,Carlsbad,4,4,no matching place
MN,Oak Park Hts,1,4,no matching place
MN,Rancho Cordova,1,4,no matching place
MO,JacksonCape GirardeauSt. Louis (city),1,4,no matching place
NC,180 Montgomery Street San Francisco CA,1,4,no matching place
NC,2401 Whitehall Park Dr # 650 Charlotte NC 28273,1,4,no matching place
NC,407 Old Mill Road NE Leland,1,4,no matching place
NE,Gothernburg,1,4,no matching place
NY,Kings/Queens/Bronx,1,4,no matching place
OR,North Tabor,1,4,no matching place
OR,Powell Valley,1,4,no matching place
OR,"WOBURN, MA",1,4,no matching place
TN,Davidson and Williamson County,1,4,no matching place
VA,Richmond & Mechanicsville VA,1,4,2 distinct places named
WA,"Seattle, Tacoma, Snoqualmie, Spokane",1,4,3 distinct places named
AZ,Florham Park,1,3,no matching place
AZ,Henderson,1,3,no matching place
AZ,Jeffersonville,1,3,no matching place
AZ,Los Angeles,2,3,no matching place
AZ,Marina Del Rey,1,3,no matching place
AZ,Marshall,1,3,no matching place
AZ,Reno,1,3,no matching place
CO,RC,1,3,no matching place
CO,Rural Southwest,1,3,no matching place
FL,EGLIN AIR FORCE BASE,1,3,no matching place
GA,"277 Park Ave, New York, Georgia",1,3,no matching place
GA,"277 Park Ave, New York, New York",1,3,no matching place
GA,"767 S Alameda St, Los Angeles, California",1,3,no matching place
IL,"175 West Jackson Blvd 11th Floor Chicago, IL 60604-2709",1,3,no matching place
IN,"Evansville, Plainfield, and Indianapolis",1,3,3 distinct places named
KS,Charlotte,1,3,no matching place
LA,"10656 LA-23 Belle Chase, LA 70037",1,3,no matching place
LA,"2193 HWY 190 West Deridder, LA 70634",1,3,no matching place
MA,"Brookline, Milton, Everett, Remote/National",1,3,3 distinct places named
MA,"Massachusetts, Remote",2,3,no matching place
MA,"Massachusetts, Remote-National",1,3,no matching place
MD,"1035 Alpharetta Street, Suite 2100 Roswell, Georgia 30075",1,3,no matching place
MD,"1217 St. Paul Street Baltimore, MD 21202",1,3,no matching place
MD,"7190 Parkway Drive Hanover, MD 21076",1,3,no matching place
MD,"767 S Alameda, Suite 200 Los Angeles, CA 90021",1,3,no matching place
MD,"NG BWI ATL 1212 Winterson Road Linthicum, MD 21090",1,3,no matching place
NC,310 S McCaskey Road - Martin Specialty Clinics Williamston,1,3,no matching place
NC,310 S McCaskey Road - Roanoke Surgical Williamston,1,3,no matching place
NC,3511 US-421 Wilmington,1,3,no matching place
NC,767 S Alameda Los Angeles CA,1,3,no matching place
NJ,West Creek,1,3,no matching place
NV,"unknown, unknown",1,3,no matching place
OH,Unknown/Out-of-State,1,3,no matching place
OR,Bridgewater,1,3,no matching place
TN,Cocke and Shelby County,1,3,no matching place
WA,"Seattle, Tacoma and Vancouver",1,3,3 distinct places named
WI,Caddot,1,3,no matching place
WI,Hagar City,1,3,no matching place
AZ,Atlanta,1,2,no matching place
AZ,Phenix,1,2,no matching place
CA,CHARTER OAKS,1,2,no matching place
CA,Montrose,1,2,no matching place
CO,Multiple areas Remote Employees,1,2,no matching place
CO,Remote workers,1,2,no matching place
DE,Fort Lauderdale,1,2,no matching place
GA,"155 De Haro St, San Francisco, California",1,2,no matching place
GA,DORA,1,2,no matching place
GA,Warner Robbins,1,2,no matching place
ID,Morgan Hill,1,2,no matching place
IL,"Chicago Branch Office Chicago, IL 60606",1,2,no matching place
IN,"Carmel, Sellersburg",1,2,2 distinct places named
IN,"Merrillville, Bloomington",1,2,2 distinct places named
IN,"Noblesville, Kendallville",1,2,2 distinct places named
LA,"2317 Hwy 662 South Morgan City, Louisiana 70380",1,2,no matching place
LA,"2727 Ardenwood Alexandria, LA 70805",1,2,no matching place
MA,"New Bedford, Sturbridge, Remote",1,2,2 distinct places named
MD,"155 De Haro Street San Francisco, CA 94103",1,2,no matching place
MD,"3251 E. Imperial Highway, Brea, CA",1,2,no matching place
MD,"444 West MD College Westminster, MD 21158",1,2,no matching place
MD,"5416 White Mane Columbia, MD 21045",1,2,no matching place
MD,6700 Taylor Avenue,1,2,no place name in the string
MD,"8197 Dorsey Run Road Annapolis Junction, MD 20701",1,2,no matching place
MD,"Office of Naval Intelligence 4251 Suitland Road Suitland, MD 20746",1,2,no matching place
MO,Kansas CityHigh Ridge,1,2,no matching place
MO,Oak GroveFlorissant,1,2,no matching place
NC,1201 Peachtree St NE Atlanta GA,1,2,no matching place
NC,1320 Magazine St. Ste 203 New Orleans,1,2,no matching place
NC,1855 West State Road 434 Longwood FL,1,2,no matching place
NC,18800 Delaware Street Huntington Beach CA,1,2,no matching place
NC,310 S McCaskey Road - Williamson Heart and Vascular Williamston,1,2,no matching place
NC,4280 6th Ave MCAS Cherry Point,1,2,no matching place
NC,6980 Sierra Center Pkwy Reno NV,1,2,no matching place
NJ,Henderson,1,2,no matching place
NJ,Lundhurst,1,2,no matching place
NJ,Tampa,2,2,no matching place
NY,Jamesville,1,2,no matching place
NY,Kew Gardens,1,2,no matching place
OR,Hillsboro-Portland,1,2,no matching place
RI,Lincon,1,2,no matching place
RI,"Minneapolis, MN",1,2,no matching place
TX,Del Valle,1,2,no matching place
TX,Jonesboro,1,2,no matching place
TX,Minden,1,2,no matching place
VA,"Alexandria, Arlington, Ashburn & Reston VA",1,2,4 distinct places named
VA,Richmond and Midlothian VA,1,2,2 distinct places named
WA,"Arlington, Fife",1,2,2 distinct places named
WA,Not Provided,2,2,no matching place
WA,"Seattle, Lynden",1,2,2 distinct places named
WI,517919.0,1,2,no matching place
AZ,El Segundo,1,1,no matching place
AZ,Mc Lean,1,1,no matching place
AZ,Morgan Hill,1,1,no matching place
AZ,Omaha,1,1,no matching place
AZ,Richmond,1,1,no matching place
AZ,San Diego,1,1,no matching place
AZ,Tustin,1,1,no matching place
CA,Greenbrae,1,1,no matching place
CA,HELENDALE,1,1,no matching place
CA,NEWBERRY SPRINGS,1,1,no matching place
CA,Newhall,1,1,no matching place
CO,Not Disclosed,2,1,no matching place
CO,Not Stated,1,1,no matching place
CO,Remote location in CO,1,1,no matching place
CO,Rural Alliance,1,1,no matching place
DE,Florham Park,1,1,no matching place
FL,32216,1,1,no place name in the string
FL,LOXAHATCHEE,1,1,no matching place
FL,ROTONDA WEST,1,1,no matching place
FL,WELLBORN,1,1,no matching place
GA,"101 South St, Somerville, Massachusetts",1,1,no matching place
GA,"1730 Flight Wy, Suite 125, Tustin, California",1,1,no matching place
GA,"7601 Lewinsville Rd, Suite 200, McLean, Virginia",1,1,no matching place
GA,Coral Gables,1,1,no matching place
GA,MIRRAYVILLE,1,1,no matching place
GA,MOUNTAIN VIEW,1,1,no matching place
GA,New Orleans,1,1,no matching place
GA,Newnane,1,1,no matching place
GA,SILVER CREEK,1,1,no matching place
IA,Cedar Raipds,1,1,no matching place
IA,Nashville,1,1,no matching place
ID,Florham Park,1,1,no matching place
ID,Fort Lauderdale,1,1,no matching place
ID,Jeffersonville,1,1,no matching place
IL,"3100 N. Campbell Ave. #101 Tucson, AZ 85019",1,1,no matching place
IL,"Chase Tower, 10 S. Dearborn Chicago, IL 60670",1,1,no matching place
IL,"Granite City Works Division 2201 Edwardsville Road Granite City, IL 62040",1,1,no matching place
IN,Out-of-State,1,1,no matching place
KS,Mountain View,1,1,no matching place
LA,(California based company),1,1,no matching place
LA,"155 Mill Ridge Road Lynchburg, VA 24501",1,1,no matching place
LA,"3370 Turfway Rd. Ste. 100 Erlanger, KY 41018",1,1,no matching place
LA,"75 Nielson Street Watsonville, Ca 95076",1,1,no matching place
LA,"7601 Lewisville Road, Suite 200 McLean, VA 22102",1,1,no matching place
LA,Multi-state WARN,1,1,no matching place
MA,"Remote Worker/National, Remote-National",1,1,no matching place
MD,"2730 Hercules Drive Annapolis Junction, MD 20701",1,1,no matching place
MD,"318 National Business Pkwy. Annapolis Junction, MD 20701",1,1,no matching place
MD,"6320 Quadrangle Drive, Ste. 360, Chapel Hill, NC 27517",1,1,no matching place
MD,"7601 Lewinsville Road, Suite 200 McLean, Virginia 22102",1,1,no matching place
MD,"Hogan Lovells 111 South Calvert Street Baltimore, MD 21202",1,1,no matching place
MD,"McCormick Company Store 24 Schilling Road #1 Hunt Valley, MD 21031",1,1,no matching place
ME,Fresno,1,1,no matching place
ME,Jeffersonville,1,1,no matching place
ME,New York,1,1,no matching place
MI,Madison (Wisconsin),1,1,no matching place
MI,"New Ulm, Minnesota",1,1,no matching place
MI,San Francisco,1,1,no matching place
MN,Broomfield,1,1,no matching place
MN,Dallas,4,1,no matching place
MN,Edmonton,1,1,no matching place
MN,Pittsburgh,1,1,no matching place
MN,South St,1,1,no matching place
NC,101 East Allen SDt. #103 Hendersonville NC 28792,1,1,no matching place
NC,1278 Loop Rd Lancaster PA,1,1,no matching place
NC,13831 Chalco Valley Parkway Omaha NE,1,1,no matching place
NC,1572 San Hill Road Candler NC 28715,1,1,no matching place
NC,1701 18th Street Bakersfield CA,1,1,no matching place
NC,2040 E Mariposa Ave El Segundo CA,1,1,no matching place
NC,"2303 Highway 11, North Kinston NC 28501",1,1,no matching place
NC,300 Montgomery Street San Francisco CA,1,1,no matching place
NC,317 W High Avenue 7th floor High Point NC 27260,1,1,no matching place
NC,Oklahoma,1,1,no matching place
ND,Nationwide,1,1,no matching place
NJ,Brea,1,1,no matching place
NJ,Edisom,1,1,no matching place
NJ,Miramar,1,1,no matching place
NJ,Temecula,1,1,no matching place
NJ,West Des Moines,1,1,no matching place
NJ,West Hills,1,1,no matching place
NY,Finger Lakes/WIB: Monroe/ Region: Finger Lakes,1,1,no matching place
NY,Whitestone,1,1,no matching place
OR,"Estero, FL",1,1,no matching place
OR,"LIVERMORE, CA",1,1,no matching place
OR,"Spokane, WA",1,1,no matching place
RI,United States,1,1,no matching place
SC,Statewide - Multiple,1,1,no matching place
SC,sSs uEmxpteerrts,1,1,no matching place
SD,"Apollo Beach, FL",1,1,no matching place
SD,South Dakota,1,1,no matching place
TX,Adkins,1,1,no matching place
TX,Brookeland,1,1,no matching place
TX,Tarzan,1,1,no matching place
VA,WhoVille VA,1,1,no matching place
WA,Virtual,1,1,no matching place
WI,San Francisco,1,1,no matching place
AZ,Hudson,1,0,no matching place
AZ,Nashville,1,0,no matching place
AZ,Reston,1,0,no matching place
AZ,Rome,1,0,no matching place
AZ,"Tucson, Oro Valley",1,0,2 distinct places named
CO,Unknown (possibly rural & remote),1,0,no matching place
CT,08/17/2020,2,0,no matching place
CT,"1518 Willow Lawn Dr, Suite 300, Richmond VA 23230",1,0,no matching place
